Total duration: 53.5767s
File: /opt/conda/lib/python3.8/site-packages/torch/autograd/__init__.py
File duration: 31.3149s (58.45%)
Line #|      Hits|         Time| Time per hit|      %|Source code
  1200|         0|            0|            0|  0.00%|        reduction (string, optional): Specifies the reduction to apply to the output:
  1201|         0|            0|            0|  0.00%|            ``'none'`` | ``'mean'`` | ``'sum'``. ``'none'``: no reduction will be applied,
  1202|         0|            0|            0|  0.00%|            ``'mean'``: the sum of the output will be divided by the number of
  1203|         0|            0|            0|  0.00%|            elements in the output, ``'sum'``: the output will be summed. Note: :attr:`size_average`
  1204|         0|            0|            0|  0.00%|            and :attr:`reduce` are in the process of being deprecated, and in the meantime,
  1205|         0|            0|            0|  0.00%|            specifying either of those two args will override :attr:`reduction`. Default: ``'mean'``
  1206|         0|            0|            0|  0.00%|
  1207|         0|            0|            0|  0.00%|    Shape:
  1208|         0|            0|            0|  0.00%|        - Input1: :math:`(N, D)`, where `N` is the batch size and `D` is the embedding dimension.
  1209|         0|            0|            0|  0.00%|        - Input2: :math:`(N, D)`, same shape as Input1.
  1210|         0|            0|            0|  0.00%|        - Target: :math:`(N)`.
  1211|         0|            0|            0|  0.00%|        - Output: If :attr:`reduction` is ``'none'``, then :math:`(N)`, otherwise scalar.
  1212|         0|            0|            0|  0.00%|    """
  1213|         0|            0|            0|  0.00%|    __constants__ = ['margin', 'reduction']
  1214|         0|            0|            0|  0.00%|    margin: float
  1215|         0|            0|            0|  0.00%|
  1216|         0|            0|            0|  0.00%|    def __init__(self, margin: float = 0., size_average=None, reduce=None, reduction: str = 'mean') -> None:
  1217|         0|            0|            0|  0.00%|        super(CosineEmbeddingLoss, self).__init__(size_average, reduce, reduction)
  1218|         0|            0|            0|  0.00%|        self.margin = margin
  1219|         0|            0|            0|  0.00%|
  1220|         0|            0|            0|  0.00%|    def forward(self, input1: Tensor, input2: Tensor, target: Tensor) -> Tensor:
  1221|         0|            0|            0|  0.00%|        return F.cosine_embedding_loss(input1, input2, target, margin=self.margin, reduction=self.reduction)
  1222|         0|            0|            0|  0.00%|
  1223|         0|            0|            0|  0.00%|
  1224|         0|            0|            0|  0.00%|class MarginRankingLoss(_Loss):
  1225|         0|            0|            0|  0.00%|    r"""Creates a criterion that measures the loss given
  1226|         0|            0|            0|  0.00%|    inputs :math:`x1`, :math:`x2`, two 1D mini-batch `Tensors`,
  1227|         0|            0|            0|  0.00%|    and a label 1D mini-batch tensor :math:`y` (containing 1 or -1).
  1228|         0|            0|            0|  0.00%|
  1229|         0|            0|            0|  0.00%|    If :math:`y = 1` then it assumed the first input should be ranked higher
  1230|         0|            0|            0|  0.00%|    (have a larger value) than the second input, and vice-versa for :math:`y = -1`.
  1231|         0|            0|            0|  0.00%|
  1232|         0|            0|            0|  0.00%|    The loss function for each pair of samples in the mini-batch is:
  1233|         0|            0|            0|  0.00%|
  1234|         0|            0|            0|  0.00%|    .. math::
  1235|         0|            0|            0|  0.00%|        \text{loss}(x1, x2, y) = \max(0, -y * (x1 - x2) + \text{margin})
  1236|         0|            0|            0|  0.00%|
  1237|         0|            0|            0|  0.00%|    Args:
  1238|         0|            0|            0|  0.00%|        margin (float, optional): Has a default value of :math:`0`.
  1239|         0|            0|            0|  0.00%|        size_average (bool, optional): Deprecated (see :attr:`reduction`). By default,
  1240|         0|            0|            0|  0.00%|            the losses are averaged over each loss element in the batch. Note that for
  1241|         0|            0|            0|  0.00%|            some losses, there are multiple elements per sample. If the field :attr:`size_average`
  1242|         0|            0|            0|  0.00%|            is set to ``False``, the losses are instead summed for each minibatch. Ignored
  1243|         0|            0|            0|  0.00%|            when :attr:`reduce` is ``False``. Default: ``True``
  1244|         0|            0|            0|  0.00%|        reduce (bool, optional): Deprecated (see :attr:`reduction`). By default, the
  1245|         0|            0|            0|  0.00%|            losses are averaged or summed over observations for each minibatch depending
  1246|         0|            0|            0|  0.00%|            on :attr:`size_average`. When :attr:`reduce` is ``False``, returns a loss per
  1247|         0|            0|            0|  0.00%|            batch element instead and ignores :attr:`size_average`. Default: ``True``
  1248|         0|            0|            0|  0.00%|        reduction (string, optional): Specifies the reduction to apply to the output:
  1249|         0|            0|            0|  0.00%|            ``'none'`` | ``'mean'`` | ``'sum'``. ``'none'``: no reduction will be applied,
  1250|         0|            0|            0|  0.00%|            ``'mean'``: the sum of the output will be divided by the number of
  1251|         0|            0|            0|  0.00%|            elements in the output, ``'sum'``: the output will be summed. Note: :attr:`size_average`
  1252|         0|            0|            0|  0.00%|            and :attr:`reduce` are in the process of being deprecated, and in the meantime,
  1253|         0|            0|            0|  0.00%|            specifying either of those two args will override :attr:`reduction`. Default: ``'mean'``
  1254|         0|            0|            0|  0.00%|
  1255|         0|            0|            0|  0.00%|    Shape:
  1256|         0|            0|            0|  0.00%|        - Input1: :math:`(N)` where `N` is the batch size.
  1257|         0|            0|            0|  0.00%|        - Input2: :math:`(N)`, same shape as the Input1.
  1258|         0|            0|            0|  0.00%|        - Target: :math:`(N)`, same shape as the inputs.
  1259|         0|            0|            0|  0.00%|        - Output: scalar. If :attr:`reduction` is ``'none'``, then :math:`(N)`.
  1260|         0|            0|            0|  0.00%|
  1261|         0|            0|            0|  0.00%|    Examples::
  1262|         0|            0|            0|  0.00%|
  1263|         0|            0|            0|  0.00%|        >>> loss = nn.MarginRankingLoss()
  1264|         0|            0|            0|  0.00%|        >>> input1 = torch.randn(3, requires_grad=True)
  1265|         0|            0|            0|  0.00%|        >>> input2 = torch.randn(3, requires_grad=True)
  1266|         0|            0|            0|  0.00%|        >>> target = torch.randn(3).sign()
  1267|         0|            0|            0|  0.00%|        >>> output = loss(input1, input2, target)
  1268|         0|            0|            0|  0.00%|        >>> output.backward()
  1269|         0|            0|            0|  0.00%|    """
  1270|         0|            0|            0|  0.00%|    __constants__ = ['margin', 'reduction']
  1271|         0|            0|            0|  0.00%|    margin: float
  1272|         0|            0|            0|  0.00%|
  1273|         0|            0|            0|  0.00%|    def __init__(self, margin: float = 0., size_average=None, reduce=None, reduction: str = 'mean') -> None:
  1274|         0|            0|            0|  0.00%|        super(MarginRankingLoss, self).__init__(size_average, reduce, reduction)
  1275|         0|            0|            0|  0.00%|        self.margin = margin
  1276|         0|            0|            0|  0.00%|
  1277|         0|            0|            0|  0.00%|    def forward(self, input1: Tensor, input2: Tensor, target: Tensor) -> Tensor:
  1278|         0|            0|            0|  0.00%|        return F.margin_ranking_loss(input1, input2, target, margin=self.margin, reduction=self.reduction)
  1279|         0|            0|            0|  0.00%|
  1280|         0|            0|            0|  0.00%|
  1281|         0|            0|            0|  0.00%|class MultiMarginLoss(_WeightedLoss):
  1282|         0|            0|            0|  0.00%|    r"""Creates a criterion that optimizes a multi-class classification hinge
  1283|         0|            0|            0|  0.00%|    loss (margin-based loss) between input :math:`x` (a 2D mini-batch `Tensor`) and
  1284|         0|            0|            0|  0.00%|    output :math:`y` (which is a 1D tensor of target class indices,
  1285|         0|            0|            0|  0.00%|    :math:`0 \leq y \leq \text{x.size}(1)-1`):
  1286|         0|            0|            0|  0.00%|
  1287|         0|            0|            0|  0.00%|    For each mini-batch sample, the loss in terms of the 1D input :math:`x` and scalar
  1288|         0|            0|            0|  0.00%|    output :math:`y` is:
  1289|         0|            0|            0|  0.00%|
  1290|         0|            0|            0|  0.00%|    .. math::
  1291|         0|            0|            0|  0.00%|        \text{loss}(x, y) = \frac{\sum_i \max(0, \text{margin} - x[y] + x[i]))^p}{\text{x.size}(0)}
  1292|         0|            0|            0|  0.00%|
  1293|         0|            0|            0|  0.00%|    where :math:`x \in \left\{0, \; \cdots , \; \text{x.size}(0) - 1\right\}`
  1294|         0|            0|            0|  0.00%|    and :math:`i \neq y`.
  1295|         0|            0|            0|  0.00%|
  1296|         0|            0|            0|  0.00%|    Optionally, you can give non-equal weighting on the classes by passing
  1297|         0|            0|            0|  0.00%|    a 1D :attr:`weight` tensor into the constructor.
  1298|         0|            0|            0|  0.00%|
  1299|         0|            0|            0|  0.00%|    The loss function then becomes:
  1300|         0|            0|            0|  0.00%|
  1301|         0|            0|            0|  0.00%|    .. math::
  1302|         0|            0|            0|  0.00%|        \text{loss}(x, y) = \frac{\sum_i \max(0, w[y] * (\text{margin} - x[y] + x[i]))^p)}{\text{x.size}(0)}
  1303|         0|            0|            0|  0.00%|
  1304|         0|            0|            0|  0.00%|    Args:
  1305|         0|            0|            0|  0.00%|        p (int, optional): Has a default value of :math:`1`. :math:`1` and :math:`2`
  1306|         0|            0|            0|  0.00%|            are the only supported values.
  1307|         0|            0|            0|  0.00%|        margin (float, optional): Has a default value of :math:`1`.
  1308|         0|            0|            0|  0.00%|        weight (Tensor, optional): a manual rescaling weight given to each
  1309|         0|            0|            0|  0.00%|            class. If given, it has to be a Tensor of size `C`. Otherwise, it is
  1310|         0|            0|            0|  0.00%|            treated as if having all ones.
  1311|         0|            0|            0|  0.00%|        size_average (bool, optional): Deprecated (see :attr:`reduction`). By default,
  1312|         0|            0|            0|  0.00%|            the losses are averaged over each loss element in the batch. Note that for
  1313|         0|            0|            0|  0.00%|            some losses, there are multiple elements per sample. If the field :attr:`size_average`
  1314|         0|            0|            0|  0.00%|            is set to ``False``, the losses are instead summed for each minibatch. Ignored
  1315|         0|            0|            0|  0.00%|            when :attr:`reduce` is ``False``. Default: ``True``
  1316|         0|            0|            0|  0.00%|        reduce (bool, optional): Deprecated (see :attr:`reduction`). By default, the
  1317|         0|            0|            0|  0.00%|            losses are averaged or summed over observations for each minibatch depending
  1318|         0|            0|            0|  0.00%|            on :attr:`size_average`. When :attr:`reduce` is ``False``, returns a loss per
  1319|         0|            0|            0|  0.00%|            batch element instead and ignores :attr:`size_average`. Default: ``True``
  1320|         0|            0|            0|  0.00%|        reduction (string, optional): Specifies the reduction to apply to the output:
  1321|         0|            0|            0|  0.00%|            ``'none'`` | ``'mean'`` | ``'sum'``. ``'none'``: no reduction will be applied,
  1322|         0|            0|            0|  0.00%|            ``'mean'``: the sum of the output will be divided by the number of
  1323|         0|            0|            0|  0.00%|            elements in the output, ``'sum'``: the output will be summed. Note: :attr:`size_average`
  1324|         0|            0|            0|  0.00%|            and :attr:`reduce` are in the process of being deprecated, and in the meantime,
  1325|         0|            0|            0|  0.00%|            specifying either of those two args will override :attr:`reduction`. Default: ``'mean'``
  1326|         0|            0|            0|  0.00%|    """
  1327|         0|            0|            0|  0.00%|    __constants__ = ['p', 'margin', 'reduction']
  1328|         0|            0|            0|  0.00%|    margin: float
  1329|         0|            0|            0|  0.00%|    p: int
  1330|         0|            0|            0|  0.00%|
  1331|         0|            0|            0|  0.00%|    def __init__(self, p: int = 1, margin: float = 1., weight: Optional[Tensor] = None, size_average=None,
  1332|         0|            0|            0|  0.00%|                 reduce=None, reduction: str = 'mean') -> None:
  1333|         0|            0|            0|  0.00%|        super(MultiMarginLoss, self).__init__(weight, size_average, reduce, reduction)
  1334|         0|            0|            0|  0.00%|        if p != 1 and p != 2:
  1335|         0|            0|            0|  0.00%|            raise ValueError("only p == 1 and p == 2 supported")
  1336|         0|            0|            0|  0.00%|        assert weight is None or weight.dim() == 1
  1337|         0|            0|            0|  0.00%|        self.p = p
  1338|         0|            0|            0|  0.00%|        self.margin = margin
  1339|         0|            0|            0|  0.00%|
  1340|         0|            0|            0|  0.00%|    def forward(self, input: Tensor, target: Tensor) -> Tensor:
  1341|         0|            0|            0|  0.00%|        return F.multi_margin_loss(input, target, p=self.p, margin=self.margin,
  1342|         0|            0|            0|  0.00%|                                   weight=self.weight, reduction=self.reduction)
  1343|         0|            0|            0|  0.00%|
  1344|         0|            0|            0|  0.00%|
  1345|         0|            0|            0|  0.00%|class TripletMarginLoss(_Loss):
  1346|         0|            0|            0|  0.00%|    r"""Creates a criterion that measures the triplet loss given an input
  1347|         0|            0|            0|  0.00%|    tensors :math:`x1`, :math:`x2`, :math:`x3` and a margin with a value greater than :math:`0`.
  1348|         0|            0|            0|  0.00%|    This is used for measuring a relative similarity between samples. A triplet
  1349|         0|            0|            0|  0.00%|    is composed by `a`, `p` and `n` (i.e., `anchor`, `positive examples` and `negative
  1350|         0|            0|            0|  0.00%|    examples` respectively). The shapes of all input tensors should be
  1351|         0|            0|            0|  0.00%|    :math:`(N, D)`.
  1352|         0|            0|            0|  0.00%|
  1353|         0|            0|            0|  0.00%|    The distance swap is described in detail in the paper `Learning shallow
  1354|         0|            0|            0|  0.00%|    convolutional feature descriptors with triplet losses`_ by
  1355|         0|            0|            0|  0.00%|    V. Balntas, E. Riba et al.
  1356|         0|            0|            0|  0.00%|
  1357|         0|            0|            0|  0.00%|    The loss function for each sample in the mini-batch is:
  1358|         0|            0|            0|  0.00%|
  1359|         0|            0|            0|  0.00%|    .. math::
  1360|         0|            0|            0|  0.00%|        L(a, p, n) = \max \{d(a_i, p_i) - d(a_i, n_i) + {\rm margin}, 0\}
  1361|         0|            0|            0|  0.00%|
  1362|         0|            0|            0|  0.00%|
  1363|         0|            0|            0|  0.00%|    where
  1364|         0|            0|            0|  0.00%|
  1365|         0|            0|            0|  0.00%|    .. math::
  1366|         0|            0|            0|  0.00%|        d(x_i, y_i) = \left\lVert {\bf x}_i - {\bf y}_i \right\rVert_p
  1367|         0|            0|            0|  0.00%|
  1368|         0|            0|            0|  0.00%|    See also :class:`~torch.nn.TripletMarginWithDistanceLoss`, which computes the
  1369|         0|            0|            0|  0.00%|    triplet margin loss for input tensors using a custom distance function.
  1370|         0|            0|            0|  0.00%|
  1371|         0|            0|            0|  0.00%|    Args:
  1372|         0|            0|            0|  0.00%|        margin (float, optional): Default: :math:`1`.
  1373|         0|            0|            0|  0.00%|        p (int, optional): The norm degree for pairwise distance. Default: :math:`2`.
  1374|         0|            0|            0|  0.00%|        swap (bool, optional): The distance swap is described in detail in the paper
  1375|         0|            0|            0|  0.00%|            `Learning shallow convolutional feature descriptors with triplet losses` by
  1376|         0|            0|            0|  0.00%|            V. Balntas, E. Riba et al. Default: ``False``.
  1377|         0|            0|            0|  0.00%|        size_average (bool, optional): Deprecated (see :attr:`reduction`). By default,
  1378|         0|            0|            0|  0.00%|            the losses are averaged over each loss element in the batch. Note that for
  1379|         0|            0|            0|  0.00%|            some losses, there are multiple elements per sample. If the field :attr:`size_average`
  1380|         0|            0|            0|  0.00%|            is set to ``False``, the losses are instead summed for each minibatch. Ignored
  1381|         0|            0|            0|  0.00%|            when :attr:`reduce` is ``False``. Default: ``True``
  1382|         0|            0|            0|  0.00%|        reduce (bool, optional): Deprecated (see :attr:`reduction`). By default, the
  1383|         0|            0|            0|  0.00%|            losses are averaged or summed over observations for each minibatch depending
  1384|         0|            0|            0|  0.00%|            on :attr:`size_average`. When :attr:`reduce` is ``False``, returns a loss per
  1385|         0|            0|            0|  0.00%|            batch element instead and ignores :attr:`size_average`. Default: ``True``
  1386|         0|            0|            0|  0.00%|        reduction (string, optional): Specifies the reduction to apply to the output:
  1387|         0|            0|            0|  0.00%|            ``'none'`` | ``'mean'`` | ``'sum'``. ``'none'``: no reduction will be applied,
  1388|         0|            0|            0|  0.00%|            ``'mean'``: the sum of the output will be divided by the number of
  1389|         0|            0|            0|  0.00%|            elements in the output, ``'sum'``: the output will be summed. Note: :attr:`size_average`
  1390|         0|            0|            0|  0.00%|            and :attr:`reduce` are in the process of being deprecated, and in the meantime,
  1391|         0|            0|            0|  0.00%|            specifying either of those two args will override :attr:`reduction`. Default: ``'mean'``
  1392|         0|            0|            0|  0.00%|
  1393|         0|            0|            0|  0.00%|    Shape:
  1394|         0|            0|            0|  0.00%|        - Input: :math:`(N, D)` where :math:`D` is the vector dimension.
  1395|         0|            0|            0|  0.00%|        - Output: A Tensor of shape :math:`(N)` if :attr:`reduction` is ``'none'``, or a scalar
  1396|         0|            0|            0|  0.00%|          otherwise.
  1397|         0|            0|            0|  0.00%|
  1398|         0|            0|            0|  0.00%|    Examples::
  1399|         0|            0|            0|  0.00%|
  1400|         0|            0|            0|  0.00%|    >>> triplet_loss = nn.TripletMarginLoss(margin=1.0, p=2)
  1401|         0|            0|            0|  0.00%|    >>> anchor = torch.randn(100, 128, requires_grad=True)
  1402|         0|            0|            0|  0.00%|    >>> positive = torch.randn(100, 128, requires_grad=True)
  1403|         0|            0|            0|  0.00%|    >>> negative = torch.randn(100, 128, requires_grad=True)
  1404|         0|            0|            0|  0.00%|    >>> output = triplet_loss(anchor, positive, negative)
  1405|         0|            0|            0|  0.00%|    >>> output.backward()
  1406|         0|            0|            0|  0.00%|
  1407|         0|            0|            0|  0.00%|    .. _Learning shallow convolutional feature descriptors with triplet losses:
  1408|         0|            0|            0|  0.00%|        http://www.bmva.org/bmvc/2016/papers/paper119/index.html
  1409|         0|            0|            0|  0.00%|    """
  1410|         0|            0|            0|  0.00%|    __constants__ = ['margin', 'p', 'eps', 'swap', 'reduction']
  1411|         0|            0|            0|  0.00%|    margin: float
  1412|         0|            0|            0|  0.00%|    p: float
  1413|         0|            0|            0|  0.00%|    eps: float
  1414|         0|            0|            0|  0.00%|    swap: bool
  1415|         0|            0|            0|  0.00%|
  1416|         0|            0|            0|  0.00%|    def __init__(self, margin: float = 1.0, p: float = 2., eps: float = 1e-6, swap: bool = False, size_average=None,
  1417|         0|            0|            0|  0.00%|                 reduce=None, reduction: str = 'mean'):
  1418|         0|            0|            0|  0.00%|        super(TripletMarginLoss, self).__init__(size_average, reduce, reduction)
  1419|         0|            0|            0|  0.00%|        self.margin = margin
  1420|         0|            0|            0|  0.00%|        self.p = p
  1421|         0|            0|            0|  0.00%|        self.eps = eps
  1422|         0|            0|            0|  0.00%|        self.swap = swap
  1423|         0|            0|            0|  0.00%|
  1424|         0|            0|            0|  0.00%|    def forward(self, anchor: Tensor, positive: Tensor, negative: Tensor) -> Tensor:
  1425|         0|            0|            0|  0.00%|        return F.triplet_margin_loss(anchor, positive, negative, margin=self.margin, p=self.p,
  1426|         0|            0|            0|  0.00%|                                     eps=self.eps, swap=self.swap, reduction=self.reduction)
  1427|         0|            0|            0|  0.00%|
  1428|         0|            0|            0|  0.00%|
  1429|         0|            0|            0|  0.00%|class TripletMarginWithDistanceLoss(_Loss):
  1430|         0|            0|            0|  0.00%|    r"""Creates a criterion that measures the triplet loss given input
  1431|         0|            0|            0|  0.00%|    tensors :math:`a`, :math:`p`, and :math:`n` (representing anchor,
  1432|         0|            0|            0|  0.00%|    positive, and negative examples, respectively), and a nonnegative,
  1433|         0|            0|            0|  0.00%|    real-valued function ("distance function") used to compute the relationship
  1434|         0|            0|            0|  0.00%|    between the anchor and positive example ("positive distance") and the
  1435|         0|            0|            0|  0.00%|    anchor and negative example ("negative distance").
  1436|         0|            0|            0|  0.00%|
  1437|         0|            0|            0|  0.00%|    The unreduced loss (i.e., with :attr:`reduction` set to ``'none'``)
  1438|         0|            0|            0|  0.00%|    can be described as:
  1439|         0|            0|            0|  0.00%|
  1440|         0|            0|            0|  0.00%|    .. math::
  1441|         0|            0|            0|  0.00%|        \ell(a, p, n) = L = \{l_1,\dots,l_N\}^\top, \quad
  1442|         0|            0|            0|  0.00%|        l_i = \max \{d(a_i, p_i) - d(a_i, n_i) + {\rm margin}, 0\}
  1443|         0|            0|            0|  0.00%|
  1444|         0|            0|            0|  0.00%|    where :math:`N` is the batch size; :math:`d` is a nonnegative, real-valued function
  1445|         0|            0|            0|  0.00%|    quantifying the closeness of two tensors, referred to as the :attr:`distance_function`;
  1446|         0|            0|            0|  0.00%|    and :math:`margin` is a nonnegative margin representing the minimum difference
  1447|         0|            0|            0|  0.00%|    between the positive and negative distances that is required for the loss to
  1448|         0|            0|            0|  0.00%|    be 0.  The input tensors have :math:`N` elements each and can be of any shape
  1449|         0|            0|            0|  0.00%|    that the distance function can handle.
  1450|         0|            0|            0|  0.00%|
  1451|         0|            0|            0|  0.00%|    If :attr:`reduction` is not ``'none'``
  1452|         0|            0|            0|  0.00%|    (default ``'mean'``), then:
  1453|         0|            0|            0|  0.00%|
  1454|         0|            0|            0|  0.00%|    .. math::
  1455|         0|            0|            0|  0.00%|        \ell(x, y) =
  1456|         0|            0|            0|  0.00%|        \begin{cases}
  1457|         0|            0|            0|  0.00%|            \operatorname{mean}(L), &  \text{if reduction} = \text{`mean';}\\
  1458|         0|            0|            0|  0.00%|            \operatorname{sum}(L),  &  \text{if reduction} = \text{`sum'.}
  1459|         0|            0|            0|  0.00%|        \end{cases}
  1460|         0|            0|            0|  0.00%|
  1461|         0|            0|            0|  0.00%|    See also :class:`~torch.nn.TripletMarginLoss`, which computes the triplet
  1462|         0|            0|            0|  0.00%|    loss for input tensors using the :math:`l_p` distance as the distance function.
  1463|         0|            0|            0|  0.00%|
  1464|         0|            0|            0|  0.00%|    Args:
  1465|         0|            0|            0|  0.00%|        distance_function (callable, optional): A nonnegative, real-valued function that
  1466|         0|            0|            0|  0.00%|            quantifies the closeness of two tensors. If not specified,
  1467|         0|            0|            0|  0.00%|            `nn.PairwiseDistance` will be used.  Default: ``None``
  1468|         0|            0|            0|  0.00%|        margin (float, optional): A nonnegative margin representing the minimum difference
  1469|         0|            0|            0|  0.00%|            between the positive and negative distances required for the loss to be 0. Larger
  1470|         0|            0|            0|  0.00%|            margins penalize cases where the negative examples are not distant enough from the
  1471|         0|            0|            0|  0.00%|            anchors, relative to the positives. Default: :math:`1`.
  1472|         0|            0|            0|  0.00%|        swap (bool, optional): Whether to use the distance swap described in the paper
  1473|         0|            0|            0|  0.00%|            `Learning shallow convolutional feature descriptors with triplet losses` by
  1474|         0|            0|            0|  0.00%|            V. Balntas, E. Riba et al. If True, and if the positive example is closer to the
  1475|         0|            0|            0|  0.00%|            negative example than the anchor is, swaps the positive example and the anchor in
  1476|         0|            0|            0|  0.00%|            the loss computation. Default: ``False``.
  1477|         0|            0|            0|  0.00%|        reduction (string, optional): Specifies the (optional) reduction to apply to the output:
  1478|         0|            0|            0|  0.00%|            ``'none'`` | ``'mean'`` | ``'sum'``. ``'none'``: no reduction will be applied,
  1479|         0|            0|            0|  0.00%|            ``'mean'``: the sum of the output will be divided by the number of
  1480|         0|            0|            0|  0.00%|            elements in the output, ``'sum'``: the output will be summed. Default: ``'mean'``
  1481|         0|            0|            0|  0.00%|
  1482|         0|            0|            0|  0.00%|
  1483|         0|            0|            0|  0.00%|    Shape:
  1484|         0|            0|            0|  0.00%|        - Input: :math:`(N, *)` where :math:`*` represents any number of additional dimensions
  1485|         0|            0|            0|  0.00%|          as supported by the distance function.
  1486|         0|            0|            0|  0.00%|        - Output: A Tensor of shape :math:`(N)` if :attr:`reduction` is ``'none'``, or a scalar
  1487|         0|            0|            0|  0.00%|          otherwise.
  1488|         0|            0|            0|  0.00%|
  1489|         0|            0|            0|  0.00%|    Examples::
  1490|         0|            0|            0|  0.00%|
  1491|         0|            0|            0|  0.00%|    >>> # Initialize embeddings
  1492|         0|            0|            0|  0.00%|    >>> embedding = nn.Embedding(1000, 128)
  1493|         0|            0|            0|  0.00%|    >>> anchor_ids = torch.randint(0, 1000, (1,))
  1494|         0|            0|            0|  0.00%|    >>> positive_ids = torch.randint(0, 1000, (1,))
  1495|         0|            0|            0|  0.00%|    >>> negative_ids = torch.randint(0, 1000, (1,))
  1496|         0|            0|            0|  0.00%|    >>> anchor = embedding(anchor_ids)
  1497|         0|            0|            0|  0.00%|    >>> positive = embedding(positive_ids)
  1498|         0|            0|            0|  0.00%|    >>> negative = embedding(negative_ids)
  1499|         0|            0|            0|  0.00%|    >>>
  1500|         0|            0|            0|  0.00%|    >>> # Built-in Distance Function
  1501|         0|            0|            0|  0.00%|    >>> triplet_loss = \
  1502|         0|            0|            0|  0.00%|    >>>     nn.TripletMarginWithDistanceLoss(distance_function=nn.PairwiseDistance())
  1503|         0|            0|            0|  0.00%|    >>> output = triplet_loss(anchor, positive, negative)
  1504|         0|            0|            0|  0.00%|    >>> output.backward()
  1505|         0|            0|            0|  0.00%|    >>>
  1506|         0|            0|            0|  0.00%|    >>> # Custom Distance Function
  1507|         0|            0|            0|  0.00%|    >>> def l_infinity(x1, x2):
  1508|         0|            0|            0|  0.00%|    >>>     return torch.max(torch.abs(x1 - x2), dim=1).values
  1509|         0|            0|            0|  0.00%|    >>>
  1510|         0|            0|            0|  0.00%|    >>> triplet_loss = \
  1511|         0|            0|            0|  0.00%|    >>>     nn.TripletMarginWithDistanceLoss(distance_function=l_infinity, margin=1.5)
  1512|         0|            0|            0|  0.00%|    >>> output = triplet_loss(anchor, positive, negative)
  1513|         0|            0|            0|  0.00%|    >>> output.backward()
  1514|         0|            0|            0|  0.00%|    >>>
  1515|         0|            0|            0|  0.00%|    >>> # Custom Distance Function (Lambda)
  1516|         0|            0|            0|  0.00%|    >>> triplet_loss = \
  1517|         0|            0|            0|  0.00%|    >>>     nn.TripletMarginWithDistanceLoss(
  1518|         0|            0|            0|  0.00%|    >>>         distance_function=lambda x, y: 1.0 - F.cosine_similarity(x, y))
  1519|         0|            0|            0|  0.00%|    >>> output = triplet_loss(anchor, positive, negative)
  1520|         0|            0|            0|  0.00%|    >>> output.backward()
  1521|         0|            0|            0|  0.00%|
  1522|         0|            0|            0|  0.00%|    Reference:
  1523|         0|            0|            0|  0.00%|        V. Balntas, et al.: Learning shallow convolutional feature descriptors with triplet losses:
  1524|         0|            0|            0|  0.00%|        http://www.bmva.org/bmvc/2016/papers/paper119/index.html
  1525|         0|            0|            0|  0.00%|    """
  1526|         0|            0|            0|  0.00%|    __constants__ = ['margin', 'swap', 'reduction']
  1527|         0|            0|            0|  0.00%|    margin: float
  1528|         0|            0|            0|  0.00%|    swap: bool
  1529|         0|            0|            0|  0.00%|
  1530|         0|            0|            0|  0.00%|    def __init__(self, *, distance_function: Optional[Callable[[Tensor, Tensor], Tensor]] = None,
  1531|         0|            0|            0|  0.00%|                 margin: float = 1.0, swap: bool = False, reduction: str = 'mean'):
  1532|         0|            0|            0|  0.00%|        super(TripletMarginWithDistanceLoss, self).__init__(size_average=None, reduce=None, reduction=reduction)
  1533|         0|            0|            0|  0.00%|        self.distance_function: Optional[Callable[[Tensor, Tensor], Tensor]] = \
  1534|         0|            0|            0|  0.00%|            distance_function if distance_function is not None else PairwiseDistance()
  1535|         0|            0|            0|  0.00%|        self.margin = margin
  1536|         0|            0|            0|  0.00%|        self.swap = swap
  1537|         0|            0|            0|  0.00%|
  1538|         0|            0|            0|  0.00%|    def forward(self, anchor: Tensor, positive: Tensor, negative: Tensor) -> Tensor:
  1539|         0|            0|            0|  0.00%|        return F.triplet_margin_with_distance_loss(anchor, positive, negative,
  1540|         0|            0|            0|  0.00%|                                                   distance_function=self.distance_function,
  1541|         0|            0|            0|  0.00%|                                                   margin=self.margin, swap=self.swap, reduction=self.reduction)
  1542|         0|            0|            0|  0.00%|
  1543|         0|            0|            0|  0.00%|
  1544|         0|            0|            0|  0.00%|class CTCLoss(_Loss):
  1545|         0|            0|            0|  0.00%|    r"""The Connectionist Temporal Classification loss.
  1546|         0|            0|            0|  0.00%|
  1547|         0|            0|            0|  0.00%|    Calculates loss between a continuous (unsegmented) time series and a target sequence. CTCLoss sums over the
  1548|         0|            0|            0|  0.00%|    probability of possible alignments of input to target, producing a loss value which is differentiable
  1549|         0|            0|            0|  0.00%|    with respect to each input node. The alignment of input to target is assumed to be "many-to-one", which
  1550|         0|            0|            0|  0.00%|    limits the length of the target sequence such that it must be :math:`\leq` the input length.
  1551|         0|            0|            0|  0.00%|
  1552|         0|            0|            0|  0.00%|    Args:
  1553|         0|            0|            0|  0.00%|        blank (int, optional): blank label. Default :math:`0`.
  1554|         0|            0|            0|  0.00%|        reduction (string, optional): Specifies the reduction to apply to the output:
  1555|         0|            0|            0|  0.00%|            ``'none'`` | ``'mean'`` | ``'sum'``. ``'none'``: no reduction will be applied,
  1556|         0|            0|            0|  0.00%|            ``'mean'``: the output losses will be divided by the target lengths and
